CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"640","Maroon State School","Maroon ","2","--","2","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--"
"1251","Maroondan State School","Gin Gin ","2","4","4","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"2176","Marsden State High School","Waterford West ","--","--","--","391","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","524","498","550","518","536","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","77%","61%","84%","73%","93%"
"1875","Marsden State School","Marsden ","136","130","103","--","319","322","337","328","318","425","401","438","419","421","494","463","494","489","495","--","--","--","--","--","71%","83%","83%","82%","78%","71%","60%","80%","69%","74%","89%","73%","84%","85%","94%","--","--","--","--","--"
"708","Marshall Road State School","Holland Park West ","71","61","37","--","445","396","447","478","424","548","493","518","556","520","563","504","541","562","568","--","--","--","--","--","100%","97%","100%","99%","100%","98%","98%","98%","98%","100%","100%","92%","100%","92%","100%","--","--","--","--","--"
"5020","Mary Immaculate Primary School (Annerley)","Annerley ","23","12","8","--","475","385","423","477","438","528","442","524","495","461","511","487","514","497","511","--","--","--","--","--","100%","95%","100%","100%","91%","92%","92%","100%","92%","83%","100%","100%","100%","100%","100%","--","--","--","--","--"
"2493","Mary MacKillop Catholic College","Highfields ","65","64","45","--","446","431","405","480","434","521","487","498","532","518","566","538","542","572","580","--","--","--","--","--","98%","98%","94%","98%","98%","98%","97%","95%","98%","98%","100%","98%","98%","100%","100%","--","--","--","--","--"
"5347","Mary MacKillop College","Nundah ","--","--","--","86","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","603","564","599","603","591","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","100%","93%","97%","100%","100%"
"465","Mary Valley State College","Imbil ","18","23","8","8","362","322","327","359","346","481","352","450","454","457","545","484","521","542","539","568","455","515","566","575","94%","76%","76%","94%","88%","91%","52%","78%","83%","91%","86%","86%","86%","100%","100%","86%","50%","75%","88%","100%"
"72","Maryborough Central State School","Maryborough ","48","40","39","--","356","333","359","350","356","453","404","446","464","437","511","448","500","505","485","--","--","--","--","--","75%","81%","81%","75%","88%","78%","71%","75%","75%","87%","89%","66%","76%","74%","82%","--","--","--","--","--"
"3017","Maryborough Special School","Maryborough ","4","4","5","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2020","Maryborough State High School","Maryborough ","--","--","--","153","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","544","515","553","550","563","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","83%","70%","86%","80%","96%"
"485","Maryborough West State School","Maryborough ","63","80","41","--","368","358","379","385","369","477","425","468","473","462","531","504","519","535","530","--","--","--","--","--","73%","84%","85%","88%","90%","86%","74%","81%","76%","82%","92%","84%","84%","89%","95%","--","--","--","--","--"
"5381","Marymount College","Burleigh Waters ","--","--","--","234","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","577","567","581","572","598","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96%","88%","96%","92%","100%"
"5115","Marymount Primary School (Burleigh Heads)","Burleigh Waters ","124","136","90","--","439","422","426","459","419","523","478","507","535","503","542","537","541","543","556","--","--","--","--","--","99%","97%","99%","98%","99%","98%","95%","98%","98%","97%","94%","91%","94%","94%","94%","--","--","--","--","--"
"1389","Maryvale State School","Maryvale Via Warwick ","--","1","2","--","--","--","--","--","--","*","*","*","*","*","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","*","*","*","*","*","^","^","^","^","^","--","--","--","--","--"
"5021","Mater Dei Catholic Primary School (St John's Wood)","Ashgrove West ","57","23","22","--","454","429","445","469","428","540","491","509","548","506","581","553","561","577","589","--","--","--","--","--","100%","98%","100%","100%","98%","100%","100%","100%","100%","100%","100%","100%","100%","95%","95%","--","--","--","--","--"
"5150","Mater Dei Primary School (Toowoomba)","Toowoomba ","67","49","29","--","437","426","400","440","418","505","487","495","510","489","591","551","563","587","596","--","--","--","--","--","98%","100%","97%","97%","100%","96%","94%","98%","98%","91%","100%","100%","93%","100%","100%","--","--","--","--","--"
"5455","Matthew Flinders Anglican College","Buderim ","79","78","112","137","483","448","446","481","441","566","518","532","569","534","593","560","573","589","591","622","577","603","622","636","100%","100%","100%","99%","100%","100%","99%","100%","100%","100%","100%","100%","99%","100%","99%","98%","91%","99%","99%","99%"
"1090","Mayfield State School","Carina ","45","37","15","--","454","415","439","466","423","523","454","499","519","500","512","480","500","496","554","--","--","--","--","--","100%","100%","100%","100%","98%","97%","89%","92%","100%","92%","93%","87%","93%","80%","93%","--","--","--","--","--"
"1400","McDonnell Creek State School","Mcdonnell Creek Via Fishery Falls ","2","2","1","--","*","*","*","*","*","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--","*","*","*","*","*","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--"
"378","McDowall State School","Mcdowall ","115","99","60","--","458","447","435","487","446","534","491","529","556","521","553","537","577","573","594","--","--","--","--","--","99%","100%","100%","100%","100%","97%","96%","99%","97%","97%","98%","97%","98%","100%","100%","--","--","--","--","--"
"1394","McIlwraith State School","Mcilwraith Via Gin Gin ","3","3","4","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1473","Meandarra State School","Meandarra ","4","4","2","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1673","Mena Creek State School","Mena Creek ","5","8","3","--","^","^","^","^","345","471","458","475","452","459","^","^","^","^","^","--","--","--","--","--","^","^","^","^","100%","100%","86%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"1943","Mer State School","Via Thursday Island ","8","10","3","--","329","389","357","330","279","368","381","439","343","347","^","^","^","^","^","--","--","--","--","--","88%","100%","88%","100%","50%","60%","60%","100%","20%","20%","^","^","^","^","^","--","--","--","--","--"
"5412","Mercy College (Mackay)","Mackay ","--","--","--","242","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","583","544","588","583","593","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95%","83%","96%","94%","98%"
"1733","Meridan State College","Caloundra ","148","184","117","220","422","403","411","426","402","507","476","491","520","495","527","514","530","532","530","560","540","565","549","575","97%","99%","98%","99%","99%","98%","95%","96%","100%","99%","93%","93%","92%","95%","98%","87%","80%","85%","85%","99%"
"806","Merinda State School","Merinda Via Bowen ","11","8","4","--","368","365","364","382","391","463","447","459","460","441","^","^","^","^","^","--","--","--","--","--","100%","100%","91%","100%","100%","88%","88%","88%","88%","88%","^","^","^","^","^","--","--","--","--","--"
"179","Meringandan State School","Meringandan ","25","37","15","--","386","407","405","448","395","510","467","491","506","470","575","532","547","576","583","--","--","--","--","--","92%","92%","96%","96%","96%","97%","86%","94%","100%","92%","93%","93%","93%","93%","100%","--","--","--","--","--"
"2147","Merrimac State High School","Mermaid Waters ","--","--","--","258","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","564","538","575","561","571","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91%","76%","86%","85%","94%"
"1586","Merrimac State School","Merrimac ","105","107","74","--","395","370","405","414","379","508","491","523","519","504","540","529","550","542","526","--","--","--","--","--","95%","89%","99%","93%","93%","97%","93%","96%","96%","98%","94%","95%","92%","90%","93%","--","--","--","--","--"
"1291","Miallo State School","Miallo Via Mossman ","26","26","12","--","456","412","476","461","443","519","478","515","511","503","551","537","563","572","564","--","--","--","--","--","100%","100%","100%","100%","100%","100%","96%","100%","96%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"2086","Miami State High School","Miami ","--","--","--","227","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","572","573","584","574","581","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96%","92%","94%","91%","99%"
"1890","Miami State School","Mermaid Waters ","118","104","77","--","414","390","408","429","411","508","466","503","500","500","545","520","538","532","553","--","--","--","--","--","98%","99%","98%","98%","100%","97%","92%","94%","94%","98%","97%","93%","93%","95%","99%","--","--","--","--","--"
"1969","Middle Park State School","Middle Park ","76","81","35","--","414","381","412","432","391","527","464","510","530","503","537","504","535","541","545","--","--","--","--","--","92%","96%","97%","99%","94%","97%","89%","96%","95%","97%","97%","94%","97%","94%","97%","--","--","--","--","--"
"414","Middle Ridge State School","Middle Ridge Toowoomba ","150","114","60","--","442","413","437","461","417","523","483","507","534","501","550","501","531","552","544","--","--","--","--","--","98%","98%","99%","99%","99%","96%","94%","96%","97%","97%","92%","90%","90%","92%","93%","--","--","--","--","--"
"1905","Middlemount Community School","Middlemount ","36","26","17","28","417","393","424","424","399","489","453","490","519","486","513","522","530","518","572","567","543","558","543","546","100%","100%","100%","97%","97%","92%","88%","92%","96%","96%","100%","92%","100%","100%","100%","90%","80%","85%","85%","95%"
"2144","Miles State High School","Miles ","--","--","--","34","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","560","547","571","570","592","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","82%","79%","88%","94%","91%"
"341","Miles State School","Miles ","27","24","17","--","392","385","414","424","362","503","462","513","502","487","508","491","527","520","513","--","--","--","--","--","96%","96%","92%","96%","88%","86%","83%","87%","91%","87%","85%","92%","85%","92%","92%","--","--","--","--","--"
"771","Millaa Millaa State School","Millaa Millaa ","5","12","5","--","376","323","345","350","381","482","440","443","492","477","473","458","519","495","518","--","--","--","--","--","80%","80%","80%","80%","100%","92%","92%","83%","92%","92%","80%","80%","100%","80%","100%","--","--","--","--","--"
"867","Millaroo State School","Millaroo ","3","2","3","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"157","Millchester State School","Charters Towers ","36","46","23","--","381","375","363","400","382","450","401","421","449","448","502","479","479","502","513","--","--","--","--","--","91%","94%","94%","97%","94%","71%","64%","74%","83%","91%","96%","78%","78%","96%","87%","--","--","--","--","--"
"176","Millmerran State School","Millmerran ","33","27","15","16","358","385","383","405","376","476","485","511","518","486","537","526","541","549","526","593","563","604","592","581","83%","100%","97%","93%","100%","92%","100%","96%","100%","100%","100%","92%","92%","100%","92%","100%","79%","100%","93%","93%"
"1120","Milman State School","Milman Via Rockhampton ","6","5","1","--","385","384","374","416","349","494","431","482","486","456","^","^","^","^","^","--","--","--","--","--","83%","100%","100%","83%","83%","100%","80%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"2024","Milpera State High School","Chelmer ","--","--","19","48","--","--","--","--","--","--","--","--","--","--","*","*","*","*","*","*","*","*","*","*","--","--","--","--","--","--","--","--","--","--","*","*","*","*","*","*","*","*","*","*"
