CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"2102","Pine Rivers State High School","Strathpine","--","--","202","214","--","--","--","--","--","--","--","--","--","--","535","496","532","532","531","579","540","578","570","583","--","--","--","--","--","--","--","--","--","--","96%","84%","89%","91%","97%","94%","79%","89%","90%","98%"
"1141","Pinnacle State School","Pinnacle","2","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"2168","Pioneer State High School","Andergrove Mackay","--","--","102","95","--","--","--","--","--","--","--","--","--","--","512","465","522","513","515","538","465","553","522","546","--","--","--","--","--","--","--","--","--","--","94%","74%","87%","81%","96%","82%","50%","81%","64%","96%"
"2119","Pittsworth State High School","Pittsworth","--","--","61","87","--","--","--","--","--","--","--","--","--","--","527","483","521","525","524","557","507","541","537","564","--","--","--","--","--","--","--","--","--","--","95%","78%","84%","89%","90%","86%","73%","77%","78%","97%"
"373","Pittsworth State School","Pittsworth","37","40","--","--","412","408","396","414","387","498","466","479","499","478","--","--","--","--","--","--","--","--","--","--","94%","100%","100%","91%","97%","97%","92%","95%","90%","100%","--","--","--","--","--","--","--","--","--","--"
"720","Pomona State School","Pomona","46","46","--","--","415","378","388","410","407","499","491","502","497","500","--","--","--","--","--","--","--","--","--","--","95%","92%","97%","97%","100%","100%","100%","97%","100%","97%","--","--","--","--","--","--","--","--","--","--"
"457","Pormpuraaw State School","Pormpuraaw","13","14","--","--","300","289","310","300","270","388","342","459","376","405","--","--","--","--","--","--","--","--","--","--","55%","58%","69%","77%","54%","69%","31%","92%","50%","91%","--","--","--","--","--","--","--","--","--","--"
"208","Port Curtis Road State School","Rockhampton","9","9","--","--","377","339","330","372","349","421","388","446","435","448","--","--","--","--","--","--","--","--","--","--","100%","78%","78%","89%","100%","86%","57%","100%","71%","100%","--","--","--","--","--","--","--","--","--","--"
"1979","Port Douglas State School","Port Douglas","42","34","--","--","424","388","424","448","405","492","469","491","495","474","--","--","--","--","--","--","--","--","--","--","95%","98%","93%","98%","98%","97%","100%","94%","97%","94%","--","--","--","--","--","--","--","--","--","--"
"1704","Pozieres State School","Pozieres","1","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"488","Prairie State School","Prairie","3","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"238","Prenzlau State School","Prenzlau","7","14","--","--","408","407","380","473","409","525","495","498","545","511","--","--","--","--","--","--","--","--","--","--","86%","100%","100%","86%","100%","100%","100%","100%","93%","100%","--","--","--","--","--","--","--","--","--","--"
"5757","Prince of Peace Lutheran College","Everton Hills","67","66","62","50","471","420","414","466","441","521","503","497","520","515","563","527","568","556","554","603","581","589","596","601","100%","98%","97%","98%","100%","100%","98%","97%","100%","100%","98%","92%","98%","97%","98%","94%","90%","92%","96%","100%"
"2090","Proserpine State High School","Proserpine","--","--","166","178","--","--","--","--","--","--","--","--","--","--","528","500","525","518","528","563","525","565","555","576","--","--","--","--","--","--","--","--","--","--","98%","90%","93%","89%","99%","94%","76%","87%","88%","97%"
"779","Proserpine State School","Proserpine","80","109","--","--","396","411","384","427","369","479","457","463","490","478","--","--","--","--","--","--","--","--","--","--","94%","94%","92%","94%","90%","88%","84%","84%","89%","93%","--","--","--","--","--","--","--","--","--","--"
"1655","Prospect Creek State School","Biloela","6","2","--","--","386","417","353","439","400","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","80%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1155","Proston State School","Proston","7","8","10","7","419","385","377","404","397","446","384","422","444","449","476","418","462","455","494","556","491","542","548","538","86%","100%","86%","100%","100%","86%","33%","86%","86%","100%","90%","50%","60%","60%","100%","100%","57%","86%","86%","86%"
"140","Pullenvale State School","Pullenvale","69","57","--","--","482","466","433","503","459","534","499","505","541","514","--","--","--","--","--","--","--","--","--","--","99%","100%","100%","100%","100%","100%","96%","98%","95%","100%","--","--","--","--","--","--","--","--","--","--"
"5038","Queen of Apostles Primary School (Upper Campus)","Stafford","75","58","--","--","454","442","415","473","405","531","518","520","553","510","--","--","--","--","--","--","--","--","--","--","100%","99%","97%","100%","99%","97%","98%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"1194","Queens Beach State School","Queens Beach, Bowen","64","60","--","--","408","410","381","436","391","478","452","480","487","483","--","--","--","--","--","--","--","--","--","--","96%","96%","93%","96%","96%","87%","80%","92%","92%","96%","--","--","--","--","--","--","--","--","--","--"
"382","Queensland Independent College","Merrimac","15","9","9","--","452","431","420","449","391","529","489","524","539","512","598","564","584","610","550","--","--","--","--","--","100%","100%","93%","93%","100%","89%","100%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"1594","Quilpie State College","Quilpie","8","5","3","6","386","388","366","389","347","488","429","457","513","443","^","^","^","^","^","497","407","514","499","^","88%","100%","100%","100%","88%","100%","100%","100%","100%","80%","^","^","^","^","^","83%","40%","80%","80%","^"
"958","Quinalow State School","Quinalow","9","10","4","5","372","385","383","409","364","407","400","448","422","426","^","^","^","^","^","^","^","^","^","^","78%","100%","100%","100%","89%","56%","67%","89%","56%","89%","^","^","^","^","^","^","^","^","^","^"
"975","Raceview State School","Raceview","153","137","--","--","403","393","386","422","377","477","462","468","498","478","--","--","--","--","--","--","--","--","--","--","90%","89%","89%","91%","92%","88%","88%","91%","89%","93%","--","--","--","--","--","--","--","--","--","--"
"5970","Radiant Life College","East Innisfail","7","10","7","--","314","382","343","345","305","379","390","423","390","394","451","421","494","442","453","--","--","--","--","--","83%","100%","83%","83%","83%","70%","63%","75%","50%","80%","80%","40%","60%","40%","83%","--","--","--","--","--"
"1530","Railway Estate State School","Railway Estate, Townsville","30","30","--","--","386","396","365","396","350","438","438","458","431","433","--","--","--","--","--","--","--","--","--","--","97%","96%","90%","93%","93%","90%","89%","96%","74%","97%","--","--","--","--","--","--","--","--","--","--"
"1955","Rainbow Beach State School","Rainbow Beach","19","12","--","--","389","373","374","382","373","520","479","515","495","496","--","--","--","--","--","--","--","--","--","--","95%","95%","95%","95%","95%","100%","100%","92%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"1491","Rainworth State School","Rainworth","72","74","--","--","518","448","456","508","461","593","519","527","619","556","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","99%","97%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"29","Ramsay State School","Ramsay","9","5","--","--","446","413","416","443","448","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1174","Rangeville State School","Toowoomba","101","106","--","--","438","396","408","441","398","522","474","502","504","488","--","--","--","--","--","--","--","--","--","--","95%","97%","97%","95%","94%","93%","88%","89%","86%","95%","--","--","--","--","--","--","--","--","--","--"
"1870","Rasmussen State School","Rasmussen","52","67","--","--","325","314","308","337","311","420","385","428","419","419","--","--","--","--","--","--","--","--","--","--","66%","78%","73%","88%","76%","74%","58%","78%","72%","83%","--","--","--","--","--","--","--","--","--","--"
"1332","Rathdowney State School","Rathdowney","9","2","--","--","349","426","332","389","348","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","67%","89%","78%","78%","78%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1315","Ravenshoe State School","Ravenshoe","27","27","43","42","301","295","289","291","296","425","392","426","441","423","501","442","499","504","505","550","494","546","535","546","57%","83%","74%","65%","67%","75%","58%","83%","71%","88%","92%","71%","83%","77%","100%","91%","63%","80%","83%","97%"
"141","Ravenswood State School","Ravenswood","1","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"3085","Red Hill Special School","Red Hill","11","3","8","4","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2174","Redbank Plains State High School","Redbank Plains","--","--","332","335","--","--","--","--","--","--","--","--","--","--","511","461","516","500","506","535","499","558","522","546","--","--","--","--","--","--","--","--","--","--","91%","69%","82%","81%","93%","82%","56%","83%","71%","90%"
"88","Redbank Plains State School","Redbank Plains","112","80","--","--","374","366","382","382","353","455","431","465","449","440","--","--","--","--","--","--","--","--","--","--","91%","91%","91%","87%","86%","87%","76%","85%","81%","87%","--","--","--","--","--","--","--","--","--","--"
"719","Redbank State School","Redbank","39","41","--","--","336","349","324","353","344","454","448","461","459","445","--","--","--","--","--","--","--","--","--","--","78%","86%","76%","81%","81%","98%","85%","80%","93%","90%","--","--","--","--","--","--","--","--","--","--"
"3009","Redcliffe Special School","Redcliffe","--","7","15","24","--","--","--","--","--","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","--","--","--","--","--","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2045","Redcliffe State High School","Redcliffe","--","--","233","251","--","--","--","--","--","--","--","--","--","--","539","512","553","542","549","565","517","578","566","585","--","--","--","--","--","--","--","--","--","--","98%","95%","99%","96%","100%","95%","74%","95%","91%","98%"
"5765","Redeemer Lutheran College","Biloela","28","23","16","10","421","402","377","416","384","501","470","473","494","481","534","547","535","544","520","573","545","546","567","556","100%","100%","100%","100%","96%","100%","87%","91%","91%","100%","100%","100%","93%","100%","100%","100%","70%","80%","100%","100%"
"5781","Redeemer Lutheran College","Rochedale","78","69","117","100","460","452","451","482","438","521","507","522","536","517","585","555","577","586","586","606","578","605","599","623","99%","100%","100%","100%","100%","99%","100%","100%","99%","100%","100%","96%","97%","97%","100%","99%","93%","93%","93%","100%"
"229","Redland Bay State School","Redland Bay","132","115","--","--","425","407","385","426","403","490","472","492","498","488","--","--","--","--","--","--","--","--","--","--","98%","98%","96%","98%","100%","96%","89%","94%","94%","97%","--","--","--","--","--","--","--","--","--","--"
"3033","Redland District Special School","Thornlands","14","10","8","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"5801","Redlands College","Wellington Point","56","56","144","151","467","422","422","451","427","535","501","498","528","522","588","532","574","579","586","612","574","595","605","608","100%","100%","100%","100%","100%","98%","98%","98%","98%","100%","100%","99%","99%","99%","100%","100%","94%","97%","98%","100%"
