loan_id,certificate_number,origination_date,settlement_date,vintage_year,lender,lender_channel,state,suburb,postcode,property_type,borrower_type,employment_type,lvr,lvr_band,property_value,loan_amount,insured_amount,premium_amount,loan_status
LMI11056,CERT-2023-01056,2023-06-04,2023-06-23,2023,ING,Mortgage Broker,QLD,Mackay,4051,Townhouse,Owner Occupier,Contract,85.51,85-90%,607000,519000,519000,7250,Active
LMI11057,CERT-2020-01057,2020-12-01,2020-12-25,2020,Commonwealth Bank,Online / Direct,QLD,Logan,4350,Apartment,Owner Occupier,Self-Employed,95.57,95%+,697000,666100,666100,20000,Active
LMI11058,CERT-2022-01058,2022-06-25,2022-08-08,2022,Commonwealth Bank,Mortgage Broker,QLD,Redcliffe,4005,Townhouse,Owner Occupier,Self-Employed,85.92,85-90%,830000,713100,713100,10000,Active
LMI11059,CERT-2019-01059,2019-03-27,2019-04-12,2019,NAB,Mortgage Broker,VIC,Bendigo,3220,Apartment,Refinancer,Self-Employed,91.08,90-95%,906000,825200,825200,17350,Default
LMI11060,CERT-2022-01060,2022-02-23,2022-03-16,2022,NAB,Mortgage Broker,NSW,Gosford,2200,Apartment,First Home Buyer,Self-Employed,93.01,90-95%,1360000,1264900,1264900,26550,Active
LMI11061,CERT-2020-01061,2020-08-23,2020-09-08,2020,ING,Bank Branch,NSW,Chatswood,2090,House,First Home Buyer,PAYG,89.13,85-90%,1647000,1468000,1468000,20550,In Arrears
LMI11062,CERT-2021-01062,2021-12-23,2022-01-29,2021,Commonwealth Bank,Online / Direct,NSW,Newcastle,2090,House,Owner Occupier,Self-Employed,85.46,85-90%,801000,684500,684500,9600,Active
LMI11063,CERT-2021-01063,2021-01-12,2021-02-02,2021,ANZ,Mortgage Broker,SA,Whyalla,5006,House,First Home Buyer,PAYG,94.27,90-95%,385000,362900,362900,7600,Active
LMI11064,CERT-2019-01064,2019-06-13,2019-07-16,2019,Westpac,Online / Direct,QLD,Brisbane CBD,4122,House,First Home Buyer,Self-Employed,94.57,90-95%,900000,851100,851100,17850,Active
LMI11065,CERT-2019-01065,2019-01-09,2019-01-29,2019,ANZ,Bank Branch,NSW,Newcastle,2100,House,Owner Occupier,Self-Employed,84.73,80-85%,1683000,1426000,1426000,12850,In Arrears
LMI11066,CERT-2022-01066,2022-03-11,2022-03-31,2022,NAB,Bank Branch,NSW,Bondi,2060,Townhouse,Investor,PAYG,83.28,80-85%,1401000,1166800,1166800,10500,In Arrears
LMI11067,CERT-2020-01067,2020-07-13,2020-08-08,2020,Commonwealth Bank,Mortgage Broker,ACT,Molonglo,2617,House,Owner Occupier,PAYG,72.84,≤80%,881000,641700,641700,3200,Active
LMI11068,CERT-2023-01068,2023-10-20,2023-11-10,2023,Commonwealth Bank,Bank Branch,SA,Elizabeth,5108,House,Investor,PAYG,86.32,85-90%,612000,528300,528300,7400,Active
LMI11069,CERT-2024-01069,2024-06-03,2024-07-02,2024,Commonwealth Bank,Bank Branch,VIC,St Kilda,3011,House,Refinancer,PAYG,92.94,90-95%,675000,627300,627300,13150,In Arrears
LMI11070,CERT-2019-01070,2019-08-15,2019-08-29,2019,NAB,Bank Branch,NSW,Bondi,2020,House,Refinancer,PAYG,68.15,≤80%,1166000,794600,794600,3950,Active
LMI11071,CERT-2023-01071,2023-10-23,2023-11-15,2023,Commonwealth Bank,Mortgage Broker,VIC,Footscray,3220,House,First Home Buyer,PAYG,88.35,85-90%,729000,644100,644100,9000,Active
LMI11072,CERT-2019-01072,2019-05-03,2019-06-15,2019,Westpac,Bank Branch,VIC,Frankston,3055,Apartment,Owner Occupier,Self-Employed,84.46,80-85%,957000,808300,808300,7250,Active
LMI11073,CERT-2020-01073,2020-04-04,2020-05-16,2020,Commonwealth Bank,Bank Branch,NSW,Penrith,2150,Townhouse,First Home Buyer,PAYG,86.59,85-90%,937000,811300,811300,11350,Closed
LMI11074,CERT-2021-01074,2021-11-09,2021-12-02,2021,Westpac,Mortgage Broker,VIC,Dandenong,3350,Apartment,Investor,PAYG,84.75,80-85%,659000,558500,558500,5050,Active
LMI11075,CERT-2020-01075,2020-08-02,2020-09-01,2020,ANZ,Online / Direct,VIC,Craigieburn,3168,Townhouse,Owner Occupier,Contract,91.28,90-95%,1163000,1061600,1061600,22300,Closed
LMI11076,CERT-2022-01076,2022-11-13,2022-12-23,2022,Westpac,Mortgage Broker,NSW,Bondi,2010,House,Investor,PAYG,96.05,95%+,1333000,1280300,1280300,38400,Default
LMI11077,CERT-2022-01077,2022-03-03,2022-04-08,2022,Westpac,Online / Direct,QLD,Townsville,4051,House,Investor,PAYG,94.81,90-95%,471000,446600,446600,9400,Active
LMI11078,CERT-2022-01078,2022-11-13,2022-12-01,2022,Bendigo Bank,Bank Branch,VIC,Ringwood,3011,House,Refinancer,PAYG,87.86,85-90%,654000,574600,574600,8050,Active
LMI11079,CERT-2019-01079,2019-10-05,2019-11-02,2019,Westpac,Online / Direct,QLD,Brisbane CBD,4005,House,Refinancer,PAYG,96.38,95%+,811000,781600,781600,23450,In Arrears
LMI11080,CERT-2024-01080,2024-03-06,2024-04-04,2024,ANZ,Mortgage Broker,WA,Albany,6018,Apartment,First Home Buyer,PAYG,90.56,90-95%,668000,604900,604900,12700,In Arrears
LMI11081,CERT-2019-01081,2019-01-14,2019-02-28,2019,Commonwealth Bank,Mortgage Broker,VIC,Dandenong,3070,Townhouse,First Home Buyer,PAYG,93.51,90-95%,1168000,1092200,1092200,22950,Active
LMI11082,CERT-2022-01082,2022-11-26,2022-12-20,2022,Commonwealth Bank,Bank Branch,VIC,Craigieburn,3220,House,First Home Buyer,Self-Employed,87.32,85-90%,599000,523000,523000,7300,Active
LMI11083,CERT-2019-01083,2019-09-29,2019-10-31,2019,Commonwealth Bank,Online / Direct,QLD,Brisbane CBD,4010,House,Owner Occupier,Self-Employed,81.12,80-85%,664000,538600,538600,4850,Active
LMI11084,CERT-2019-01084,2019-05-10,2019-06-03,2019,NAB,Online / Direct,NSW,Blacktown,2200,House,Investor,PAYG,90.85,90-95%,1232000,1119300,1119300,23500,Default
LMI11085,CERT-2023-01085,2023-07-23,2023-08-16,2023,ANZ,Online / Direct,NSW,Chatswood,2200,House,Refinancer,PAYG,81.22,80-85%,1007000,817900,817900,7350,Active
LMI11086,CERT-2022-01086,2022-05-02,2022-05-29,2022,Westpac,Bank Branch,NSW,Wollongong,2750,House,Investor,Self-Employed,89.16,85-90%,1750000,1560300,1560300,21850,Active
LMI11087,CERT-2022-01087,2022-01-01,2022-02-13,2022,Commonwealth Bank,Bank Branch,NSW,Bondi,2010,Apartment,Owner Occupier,Self-Employed,86.94,85-90%,1721000,1496200,1496200,20950,Active
LMI11088,CERT-2022-01088,2022-12-30,2023-01-21,2022,Commonwealth Bank,Bank Branch,VIC,Frankston,3011,Apartment,Owner Occupier,PAYG,88.28,85-90%,618000,545600,545600,7650,Active
LMI11089,CERT-2019-01089,2019-07-11,2019-08-10,2019,ANZ,Online / Direct,VIC,Ringwood,3000,House,Investor,PAYG,82.67,80-85%,768000,634900,634900,5700,Closed
LMI11090,CERT-2021-01090,2021-05-14,2021-06-02,2021,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2090,Apartment,Investor,PAYG,82.27,80-85%,1517000,1248000,1248000,11250,Active
LMI11091,CERT-2019-01091,2019-12-04,2019-12-23,2019,Macquarie,Mortgage Broker,WA,Geraldton,6003,House,Investor,Self-Employed,90.51,90-95%,419000,379200,379200,7950,Closed
LMI11092,CERT-2020-01092,2020-10-02,2020-11-09,2020,Westpac,Bank Branch,VIC,Ballarat,3055,Apartment,Owner Occupier,PAYG,94.94,90-95%,1064000,1010200,1010200,21200,Active
LMI11093,CERT-2019-01093,2019-06-06,2019-06-29,2019,Westpac,Bank Branch,VIC,Bendigo,3000,House,First Home Buyer,PAYG,89.56,85-90%,707000,633200,633200,8850,Active
LMI11094,CERT-2020-01094,2020-12-08,2021-01-12,2020,Westpac,Bank Branch,NSW,Newcastle,2020,House,Investor,PAYG,86.3,85-90%,816000,704200,704200,9850,Active
LMI11095,CERT-2020-01095,2020-09-27,2020-10-21,2020,Commonwealth Bank,Bank Branch,ACT,Casey,2600,House,Investor,PAYG,85.34,85-90%,1036000,884100,884100,12400,Active
LMI11096,CERT-2022-01096,2022-07-02,2022-07-27,2022,Bendigo Bank,Bank Branch,QLD,Gold Coast,4000,House,Investor,Contract,90.18,90-95%,487000,439200,439200,9200,In Arrears
LMI11097,CERT-2024-01097,2024-05-24,2024-06-18,2024,Commonwealth Bank,Mortgage Broker,QLD,Mackay,4051,House,Owner Occupier,PAYG,88.69,85-90%,710000,629700,629700,8800,Active
LMI11098,CERT-2021-01098,2021-03-30,2021-05-01,2021,Westpac,Bank Branch,NSW,Bondi,2300,House,Investor,Self-Employed,90.79,90-95%,1504000,1365500,1365500,28700,Closed
LMI11099,CERT-2021-01099,2021-06-01,2021-06-28,2021,Macquarie,Bank Branch,NSW,Sydney CBD,2170,Land,Owner Occupier,PAYG,94.24,90-95%,832000,784100,784100,16450,Active
LMI11100,CERT-2019-01100,2019-03-28,2019-04-22,2019,NAB,Bank Branch,QLD,Mackay,4101,Townhouse,Investor,PAYG,94.34,90-95%,634000,598100,598100,12550,Closed
LMI11101,CERT-2020-01101,2020-07-27,2020-08-28,2020,NAB,Mortgage Broker,NSW,Liverpool,2000,House,Owner Occupier,PAYG,87.11,85-90%,1274000,1109800,1109800,15550,Active
LMI11102,CERT-2021-01102,2021-08-11,2021-08-28,2021,Commonwealth Bank,Online / Direct,ACT,Woden,2600,House,Investor,PAYG,89.87,85-90%,977000,878000,878000,12300,Active
LMI11103,CERT-2022-01103,2022-12-22,2023-01-12,2022,Commonwealth Bank,Mortgage Broker,WA,Fremantle,6005,House,Owner Occupier,Self-Employed,86.64,85-90%,566000,490400,490400,6850,Active
LMI11104,CERT-2020-01104,2020-05-08,2020-05-27,2020,Westpac,Bank Branch,NSW,Chatswood,2150,Townhouse,Investor,Self-Employed,79.63,≤80%,1401000,1115600,1115600,5600,Active
LMI11105,CERT-2021-01105,2021-10-31,2021-12-15,2021,Bendigo Bank,Mortgage Broker,SA,Salisbury,5095,Apartment,Owner Occupier,PAYG,96.87,95%+,631000,611200,611200,18350,Active
LMI11106,CERT-2023-01106,2023-07-19,2023-08-03,2023,ANZ,Online / Direct,SA,Mount Gambier,5063,House,First Home Buyer,PAYG,80.23,80-85%,567000,454900,454900,4100,Active
LMI11107,CERT-2023-01107,2023-02-02,2023-03-06,2023,Bank of Queensland,Online / Direct,NSW,Newcastle,2500,Apartment,Owner Occupier,PAYG,92.54,90-95%,1609000,1489000,1489000,31250,Active
LMI11108,CERT-2022-01108,2022-05-21,2022-06-08,2022,Westpac,Mortgage Broker,VIC,Craigieburn,3220,House,Owner Occupier,PAYG,90.47,90-95%,1162000,1051300,1051300,22100,Active
LMI11109,CERT-2021-01109,2021-04-14,2021-05-10,2021,ANZ,Bank Branch,WA,Albany,6150,House,First Home Buyer,PAYG,88.81,85-90%,460000,408500,408500,5700,Closed
LMI11110,CERT-2023-01110,2023-10-22,2023-11-23,2023,Macquarie,Mortgage Broker,NSW,Sydney CBD,2500,Apartment,First Home Buyer,PAYG,97.12,95%+,860000,835200,835200,25050,Active
LMI11111,CERT-2019-01111,2019-04-05,2019-04-25,2019,ING,Online / Direct,VIC,Melbourne CBD,3000,House,Investor,PAYG,88.97,85-90%,664000,590800,590800,8250,Closed
LMI11112,CERT-2023-01112,2023-04-12,2023-04-27,2023,ING,Bank Branch,VIC,Bendigo,3004,Townhouse,Investor,PAYG,94.11,90-95%,858000,807500,807500,16950,Active
LMI11113,CERT-2022-01113,2022-01-31,2022-02-25,2022,Westpac,Mortgage Broker,NSW,Wollongong,2300,Townhouse,Owner Occupier,Contract,82.21,80-85%,1191000,979100,979100,8800,Active
LMI11114,CERT-2019-01114,2019-08-26,2019-09-24,2019,Westpac,Bank Branch,WA,Joondalup,6065,Apartment,Investor,Self-Employed,89.82,85-90%,523000,469800,469800,6600,Closed
LMI11115,CERT-2022-01115,2022-08-14,2022-09-20,2022,Westpac,Mortgage Broker,VIC,Footscray,3004,House,Investor,PAYG,86.14,85-90%,1022000,880400,880400,12350,Active
LMI11116,CERT-2020-01116,2020-08-15,2020-09-16,2020,ANZ,Bank Branch,ACT,Woden,2611,Apartment,Owner Occupier,PAYG,85.42,85-90%,924000,789300,789300,11050,Closed
LMI11117,CERT-2021-01117,2021-02-08,2021-03-12,2021,NAB,Mortgage Broker,QLD,Redcliffe,4700,Apartment,First Home Buyer,PAYG,92.91,90-95%,860000,799000,799000,16800,Closed
LMI11118,CERT-2022-01118,2022-07-28,2022-08-26,2022,Macquarie,Online / Direct,NSW,Sydney CBD,2090,House,Investor,Self-Employed,92.94,90-95%,879000,816900,816900,17150,Active
LMI11119,CERT-2023-01119,2023-09-15,2023-10-13,2023,ANZ,Online / Direct,SA,Gawler,5063,House,Owner Occupier,PAYG,90.63,90-95%,459000,416000,416000,8750,In Arrears
LMI11120,CERT-2021-01120,2021-07-25,2021-09-03,2021,NAB,Bank Branch,VIC,Frankston,3145,Townhouse,Owner Occupier,PAYG,83.24,80-85%,1280000,1065500,1065500,9600,In Arrears
LMI11121,CERT-2021-01121,2021-01-10,2021-02-08,2021,Macquarie,Online / Direct,NSW,Sydney CBD,2200,Apartment,Investor,Contract,93.05,90-95%,1690000,1572500,1572500,33000,Closed
LMI11122,CERT-2022-01122,2022-11-24,2023-01-04,2022,ANZ,Mortgage Broker,WA,Bunbury,6005,Apartment,Owner Occupier,PAYG,80.8,80-85%,540000,436300,436300,3950,Active
LMI11123,CERT-2021-01123,2021-04-13,2021-05-01,2021,NAB,Mortgage Broker,QLD,Gold Coast,4122,House,First Home Buyer,PAYG,86.95,85-90%,909000,790400,790400,11050,Closed
LMI11124,CERT-2020-01124,2020-05-30,2020-06-25,2020,Macquarie,Bank Branch,VIC,Ballarat,3175,Townhouse,Investor,Self-Employed,97.28,95%+,1140000,1109000,1109000,33250,Active
LMI11125,CERT-2022-01125,2022-09-29,2022-11-09,2022,AMP Bank,Bank Branch,NSW,Parramatta,2150,Townhouse,Owner Occupier,PAYG,90.1,90-95%,1368000,1232600,1232600,25900,Active
LMI11126,CERT-2023-01126,2023-08-14,2023-08-29,2023,ANZ,Bank Branch,NSW,Sydney CBD,2200,House,Owner Occupier,Self-Employed,83.1,80-85%,772000,641500,641500,5750,Active
LMI11127,CERT-2023-01127,2023-11-03,2023-11-29,2023,NAB,Bank Branch,NSW,Newcastle,2300,House,Owner Occupier,PAYG,88.89,85-90%,1662000,1477400,1477400,20700,Active
LMI11128,CERT-2021-01128,2021-03-11,2021-04-04,2021,NAB,Mortgage Broker,WA,Bunbury,6210,House,First Home Buyer,PAYG,88.03,85-90%,407000,358300,358300,5000,Closed
LMI11129,CERT-2022-01129,2022-07-04,2022-08-17,2022,NAB,Mortgage Broker,WA,Albany,6005,Apartment,First Home Buyer,PAYG,92.51,90-95%,814000,753000,753000,15800,Active
LMI11130,CERT-2020-01130,2020-02-04,2020-03-01,2020,NAB,Bank Branch,VIC,Bendigo,3070,House,Refinancer,PAYG,85.43,85-90%,726000,620200,620200,8700,Closed
LMI11131,CERT-2023-01131,2023-10-06,2023-10-30,2023,Westpac,Bank Branch,VIC,Melbourne CBD,3008,House,Investor,Contract,80.15,80-85%,1068000,856000,856000,7700,Active
LMI11132,CERT-2024-01132,2024-06-22,2024-07-28,2024,Bendigo Bank,Mortgage Broker,NSW,Parramatta,2170,House,Owner Occupier,Self-Employed,87.78,85-90%,1126000,988400,988400,13850,Active
LMI11133,CERT-2023-01133,2023-11-05,2023-12-14,2023,Westpac,Online / Direct,NSW,Newcastle,2010,House,First Home Buyer,PAYG,85.33,85-90%,1038000,885700,885700,12400,In Arrears
LMI11134,CERT-2019-01134,2019-10-18,2019-11-30,2019,Commonwealth Bank,Bank Branch,NSW,Parramatta,2020,House,Owner Occupier,Self-Employed,85.63,85-90%,1520000,1301600,1301600,18200,Active
LMI11135,CERT-2020-01135,2020-06-18,2020-07-28,2020,NAB,Mortgage Broker,VIC,St Kilda,3145,Apartment,Investor,PAYG,83.18,80-85%,704000,585600,585600,5250,Closed
LMI11136,CERT-2021-01136,2021-11-21,2021-12-16,2021,ANZ,Mortgage Broker,WA,Joondalup,6027,Apartment,Owner Occupier,Self-Employed,80.66,80-85%,635000,512200,512200,4600,Active
LMI11137,CERT-2024-01137,2024-03-13,2024-04-03,2024,Commonwealth Bank,Mortgage Broker,VIC,Box Hill,3121,Apartment,First Home Buyer,Self-Employed,92.07,90-95%,907000,835100,835100,17550,Active
LMI11138,CERT-2019-01138,2019-06-22,2019-07-16,2019,AMP Bank,Mortgage Broker,VIC,Dandenong,3008,Apartment,First Home Buyer,PAYG,73.11,≤80%,710000,519100,519100,2600,Active
LMI11139,CERT-2021-01139,2021-04-09,2021-05-02,2021,Suncorp,Bank Branch,ACT,Belconnen,2602,House,Refinancer,Self-Employed,97.09,95%+,1008000,978700,978700,29350,Closed
LMI11140,CERT-2022-01140,2022-10-28,2022-11-28,2022,Macquarie,Online / Direct,SA,Port Augusta,5107,Townhouse,First Home Buyer,Contract,87.72,85-90%,437000,383300,383300,5350,Active
LMI11141,CERT-2022-01141,2022-11-17,2022-12-15,2022,NAB,Bank Branch,WA,Albany,6210,Townhouse,Owner Occupier,PAYG,94.76,90-95%,691000,654800,654800,13750,Active
LMI11142,CERT-2022-01142,2022-02-07,2022-02-25,2022,ANZ,Mortgage Broker,VIC,Footscray,3145,Apartment,Investor,PAYG,93.09,90-95%,1046000,973700,973700,20450,Active
LMI11143,CERT-2024-01143,2024-01-08,2024-02-16,2024,Commonwealth Bank,Online / Direct,VIC,Footscray,3168,House,Owner Occupier,PAYG,85.98,85-90%,902000,775500,775500,10850,Active
LMI11144,CERT-2021-01144,2021-08-02,2021-09-16,2021,Bank of Queensland,Mortgage Broker,VIC,Craigieburn,3175,Apartment,First Home Buyer,Self-Employed,93.35,90-95%,1020000,952200,952200,20000,Active
LMI11145,CERT-2023-01145,2023-03-16,2023-04-01,2023,Commonwealth Bank,Mortgage Broker,NSW,Gosford,2300,Apartment,Investor,PAYG,87.52,85-90%,1574000,1377600,1377600,19300,Active
LMI11146,CERT-2023-01146,2023-11-13,2023-12-20,2023,Westpac,Mortgage Broker,QLD,Rockhampton,4700,House,Owner Occupier,PAYG,93.35,90-95%,820000,765500,765500,16100,Active
LMI11147,CERT-2023-01147,2023-10-12,2023-11-18,2023,ANZ,Mortgage Broker,SA,Gawler,5107,House,Investor,PAYG,83.76,80-85%,449000,376100,376100,3400,Active
LMI11148,CERT-2022-01148,2022-10-31,2022-12-01,2022,ANZ,Online / Direct,NSW,Liverpool,2060,House,First Home Buyer,PAYG,84.76,80-85%,1573000,1333300,1333300,12000,Active
LMI11149,CERT-2020-01149,2020-01-18,2020-02-22,2020,Commonwealth Bank,Mortgage Broker,NSW,Newcastle,2100,House,Owner Occupier,Self-Employed,94.59,90-95%,1500000,1418800,1418800,29800,Active
LMI11150,CERT-2021-01150,2021-01-27,2021-02-16,2021,Westpac,Mortgage Broker,NSW,Bondi,2200,Townhouse,Owner Occupier,PAYG,88.93,85-90%,961000,854600,854600,11950,Active
LMI11151,CERT-2022-01151,2022-06-03,2022-07-07,2022,Commonwealth Bank,Bank Branch,VIC,Ballarat,3055,Apartment,First Home Buyer,PAYG,91.69,90-95%,1124000,1030600,1030600,21650,Active
LMI11152,CERT-2019-01152,2019-08-20,2019-10-03,2019,ANZ,Bank Branch,VIC,Bendigo,3350,House,Investor,PAYG,89.64,85-90%,1011000,906300,906300,12700,Active
LMI11153,CERT-2020-01153,2020-10-31,2020-12-04,2020,Macquarie,Mortgage Broker,NSW,Liverpool,2750,Apartment,Owner Occupier,PAYG,87.32,85-90%,938000,819100,819100,11450,Active
LMI11154,CERT-2024-01154,2024-05-19,2024-06-19,2024,Westpac,Mortgage Broker,VIC,Dandenong,3220,House,Investor,PAYG,90.32,90-95%,1266000,1143500,1143500,24000,In Arrears
LMI11155,CERT-2022-01155,2022-11-26,2023-01-09,2022,Commonwealth Bank,Mortgage Broker,VIC,Box Hill,3008,House,Owner Occupier,PAYG,89.99,85-90%,984000,885500,885500,12400,Active
LMI11156,CERT-2024-01156,2024-03-30,2024-05-04,2024,Commonwealth Bank,Bank Branch,QLD,Ipswich,4122,Apartment,Owner Occupier,Self-Employed,89.46,85-90%,715000,639600,639600,8950,Active
LMI11157,CERT-2019-01157,2019-12-10,2020-01-01,2019,Westpac,Mortgage Broker,VIC,Footscray,3350,Apartment,Owner Occupier,PAYG,86.56,85-90%,935000,809300,809300,11350,Active
LMI11158,CERT-2020-01158,2020-08-12,2020-09-06,2020,Macquarie,Mortgage Broker,WA,Fremantle,6003,House,First Home Buyer,Self-Employed,94.22,90-95%,616000,580400,580400,12200,Closed
LMI11159,CERT-2021-01159,2021-02-01,2021-03-01,2021,NAB,Mortgage Broker,WA,Mandurah,6010,Land,First Home Buyer,PAYG,77.02,≤80%,656000,505300,505300,2550,Active
LMI11160,CERT-2021-01160,2021-09-11,2021-09-27,2021,NAB,Bank Branch,NSW,Blacktown,2500,House,Owner Occupier,PAYG,81.69,80-85%,1284000,1048900,1048900,9450,Active
LMI11161,CERT-2019-01161,2019-10-23,2019-12-07,2019,Bendigo Bank,Mortgage Broker,VIC,Box Hill,3121,Apartment,First Home Buyer,PAYG,93.61,90-95%,1273000,1191700,1191700,25050,Closed
LMI11162,CERT-2023-01162,2023-02-21,2023-03-17,2023,Commonwealth Bank,Mortgage Broker,QLD,Mackay,4005,Apartment,Investor,PAYG,84.25,80-85%,907000,764100,764100,6900,Active
LMI11163,CERT-2022-01163,2022-05-27,2022-06-19,2022,NAB,Bank Branch,NSW,Penrith,2300,Apartment,Investor,PAYG,90.72,90-95%,1669000,1514100,1514100,31800,Active
LMI11164,CERT-2022-01164,2022-02-06,2022-03-21,2022,ANZ,Bank Branch,VIC,Ringwood,3145,House,Investor,Self-Employed,86.1,85-90%,828000,712900,712900,10000,Active
LMI11165,CERT-2021-01165,2021-01-13,2021-02-13,2021,Commonwealth Bank,Bank Branch,VIC,Bendigo,3000,Apartment,Investor,Self-Employed,88.76,85-90%,928000,823700,823700,11550,Closed
LMI11166,CERT-2019-01166,2019-07-29,2019-09-06,2019,ANZ,Bank Branch,VIC,Footscray,3004,Apartment,First Home Buyer,Self-Employed,91.28,90-95%,618000,564100,564100,11850,Closed
LMI11167,CERT-2024-01167,2024-06-02,2024-06-27,2024,Commonwealth Bank,Mortgage Broker,QLD,Sunshine Coast,4101,House,Owner Occupier,Self-Employed,97.0,95%+,927000,899200,899200,27000,Active
LMI11168,CERT-2023-01168,2023-06-26,2023-07-30,2023,Commonwealth Bank,Mortgage Broker,WA,Rockingham,6160,House,First Home Buyer,PAYG,97.23,95%+,689000,669900,669900,20100,Active
LMI11169,CERT-2024-01169,2024-01-06,2024-02-02,2024,Commonwealth Bank,Mortgage Broker,QLD,Ipswich,4069,House,Investor,PAYG,82.93,80-85%,590000,489300,489300,4400,Active
LMI11170,CERT-2019-01170,2019-02-10,2019-03-17,2019,NAB,Bank Branch,NSW,Maitland,2170,Townhouse,Owner Occupier,Self-Employed,86.31,85-90%,1002000,864800,864800,12100,Closed
LMI11171,CERT-2021-01171,2021-06-20,2021-07-08,2021,NAB,Online / Direct,VIC,Box Hill,3175,Apartment,First Home Buyer,Self-Employed,73.57,≤80%,697000,512800,512800,2550,Closed
LMI11172,CERT-2024-01172,2024-04-21,2024-05-20,2024,Commonwealth Bank,Mortgage Broker,WA,Fremantle,6160,Apartment,Owner Occupier,PAYG,84.76,80-85%,441000,373800,373800,3350,In Arrears
LMI11173,CERT-2023-01173,2023-04-08,2023-05-23,2023,ANZ,Online / Direct,NSW,Gosford,2170,House,Owner Occupier,PAYG,65.67,≤80%,1375000,903000,903000,4500,Active
LMI11174,CERT-2021-01174,2021-01-01,2021-01-26,2021,Commonwealth Bank,Online / Direct,QLD,Townsville,4000,House,Owner Occupier,PAYG,93.37,90-95%,546000,509800,509800,10700,Closed
LMI11175,CERT-2021-01175,2021-07-31,2021-08-18,2021,Bendigo Bank,Online / Direct,VIC,Craigieburn,3350,House,First Home Buyer,PAYG,91.67,90-95%,830000,760900,760900,16000,Closed
LMI11176,CERT-2020-01176,2020-12-14,2020-12-29,2020,Commonwealth Bank,Mortgage Broker,QLD,Mackay,4700,House,First Home Buyer,PAYG,92.98,90-95%,469000,436100,436100,9150,Active
LMI11177,CERT-2019-01177,2019-07-10,2019-07-31,2019,Commonwealth Bank,Bank Branch,VIC,St Kilda,3008,House,Owner Occupier,Self-Employed,83.01,80-85%,685000,568600,568600,5100,In Arrears
LMI11178,CERT-2019-01178,2019-04-20,2019-05-11,2019,Westpac,Bank Branch,VIC,Ringwood,3004,House,First Home Buyer,Self-Employed,88.33,85-90%,1016000,897400,897400,12550,Active
LMI11179,CERT-2024-01179,2024-03-10,2024-04-21,2024,NAB,Bank Branch,VIC,St Kilda,3175,House,Owner Occupier,PAYG,93.34,90-95%,1251000,1167700,1167700,24500,Active
LMI11180,CERT-2023-01180,2023-12-01,2024-01-03,2023,Commonwealth Bank,Bank Branch,VIC,Frankston,3055,Apartment,Owner Occupier,PAYG,92.33,90-95%,1139000,1051600,1051600,22100,In Arrears
LMI11181,CERT-2022-01181,2022-09-23,2022-10-27,2022,Commonwealth Bank,Online / Direct,NSW,Newcastle,2090,House,Owner Occupier,PAYG,85.14,85-90%,1781000,1516300,1516300,21250,Active
